source,email_domain_end,email_domain_name,user_identifier,stand_institute
2-mailinglist_lifewatch.be_users_2023-11-07,be,biodiversity,a23bb53c-af8a-4bc0-99a9-e4ef66d5c2fb,
2-mailinglist_lifewatch.be_users_2023-11-07,be,biodiversity,ad560881-2a9f-457d-9592-3bc11441eeb3,
2-mailinglist_lifewatch.be_users_2023-11-07,be,biodiversity,17d8f8ea-eb19-4ef0-83c5-6753afdcf306,
2-mailinglist_lifewatch.be_users_2023-11-07,com,gmail,7dbf1153-9cda-4fa5-89b0-1e8ad58e65a2,
2-mailinglist_lifewatch.be_users_2023-11-07,com,gmail,e4f4435f-f127-4a39-afe1-82fbc837547b,
2-mailinglist_lifewatch.be_users_2023-11-07,com,gmail,4dfaa2d4-4530-4bea-a50c-4779d59a1766,
2-mailinglist_lifewatch.be_users_2023-11-07,com,gmail,e3ad64fd-0bcb-4758-b7cf-12b62eb864af,
2-mailinglist_lifewatch.be_users_2023-11-07,com,gmail,895a0b21-f23d-46e6-a372-c0dfeeca95ef,
2-mailinglist_lifewatch.be_users_2023-11-07,com,gmail,fd383521-fe0e-4b0b-b822-aa4d1433ad88,
2-mailinglist_lifewatch.be_users_2023-11-07,com,hotmail,68415d4e-94e0-4da9-b396-1dfafcd098d9,
2-mailinglist_lifewatch.be_users_2023-11-07,com,protonmail,49976974-4cfa-4528-a277-b24b707f0337,
2-mailinglist_lifewatch.be_users_2023-11-07,com,gmail,e0522492-0874-43b0-a0ea-e45eeef9ccd2,
2-mailinglist_lifewatch.be_users_2023-11-07,be,telenet,b9ad2c28-d184-45c8-937a-8c920427826b,
2-mailinglist_lifewatch.be_users_2023-11-07,com,hotmail,42576149-b1a0-4bea-88ad-a8f8cfb4ed0d,
2-mailinglist_lifewatch.be_users_2023-11-07,it,live,337191b8-252b-4fa4-961f-555b468d8120,
2-mailinglist_lifewatch.be_users_2023-11-07,com,icloud,ce3920df-8eb8-4db2-8f40-3faaca66fbe7,
2-mailinglist_lifewatch.be_users_2023-11-07,com,gmail,171645ff-ecf9-4f08-9fb8-f80b5975919e,
